Day,Month,Year,Date,Week,Day Of Week,Occupancy,Occupancy_%,Average_Daily_Rate,Average_Daily_Rate_%,Revenue_Per_Available_Room,Revenue_per_room_%,Supply,Supply_%,Demand,Demand_%,Revenue,Revenue_%,Number_Of_Hotels,Number_Of_Rooms
1,11,2014,11/1/2014,201444,Saturday,49.1,,11640.03,,5717.67,,7286,,3579,,41658958,,93,7286
2,11,2014,11/2/2014,201445,Sunday,29.1,,10659.37,,3106.67,,7286,,2124,,22635212,,93,7286
3,11,2014,11/3/2014,201445,Monday,41.2,,12222.01,,5029.64,,7286,,2998,,36645940,,93,7286
4,11,2014,11/4/2014,201445,Tuesday,49.9,,10941.91,,5458.36,,7286,,3635,,39769581,,93,7286
5,11,2014,11/5/2014,201445,Wednesday,61.2,,12273.43,,7515.91,,7286,,4462,,54760921,,93,7286
6,11,2014,11/6/2014,201445,Thursday,74.2,,10520.59,,7809.11,,7286,,5408,,56897207,,93,7286
7,11,2014,11/7/2014,201445,Friday,42.6,,9655.63,,4110.53,,7286,,3102,,29949317,,93,7286
8,11,2014,11/8/2014,201445,Saturday,29.5,,9671.62,,2850.47,,7286,,2147,,20768492,,93,7286
9,11,2014,11/9/2014,201446,Sunday,41.6,,12019.37,,4998.73,,7286,,303,,36420717,,93,7286
10,11,2014,11/10/2014,201446,Monday,49.8,,11751.27,,5849.28,,7286,,3627,,42617831,,93,7286
11,11,2014,11/11/2014,201446,Tuesday,61.9,,10174.38,,6297.15,,7286,,4509,,45880999,,93,7286
12,11,2014,11/12/2014,201446,Wednesday,58,,10489.01,,6079.69,,7286,,4223,,44296640,,93,7286
13,11,2014,11/13/2014,201446,Thursday,84.1,,9963.1,,8374.1,,7286,,6124,,61013670,,93,7286
14,11,2014,11/14/2014,201446,Friday,82.6,,8495.47,,7019.98,,7286,,6021,,51147587,,93,7286
15,11,2014,11/15/2014,201446,Saturday,73.1,,7969.52,,5828.54,,7286,,5329,,42466707,,93,7286
16,11,2014,11/16/2014,201447,Sunday,35,,10126.43,,3548.25,,7286,,2553,,25852543,,93,7286
17,11,2014,11/17/2014,201447,Monday,72.6,,11123.97,,8074.84,,7286,,5289,,58833286,,93,7286
18,11,2014,11/18/2014,201447,Tuesday,83,,11004.06,,9128.91,,7286,,6044,,66513258,,93,7286
19,11,2014,11/19/2014,201447,Wednesday,82.6,,11248.68,,9295.01,,7286,,6021,,67723474,,93,7286
20,11,2014,11/20/2014,201447,Thursday,79.4,,11212.41,,8897.87,,7286,,5782,,64829890,,93,7286
21,11,2014,11/21/2014,201447,Friday,67.7,,10773.26,,7291.07,,7286,,4931,,53122771,,93,7286
22,11,2014,11/22/2014,201447,Saturday,26.4,,9391.49,,2480.86,,7286,,1925,,18075555,,93,7286
23,11,2014,11/23/2014,201448,Sunday,27.8,,10391.14,,2892.38,,7286,,2028,,21073904,,93,7286
24,11,2014,11/24/2014,201448,Monday,67.4,,11031.16,,7429.49,,7286,,4907,,54131260,,93,7286
25,11,2014,11/25/2014,201448,Tuesday,90.2,,11228.85,,10124.37,,7286,,6569,,73766171,,93,7286
26,11,2014,11/26/2014,201448,Wednesday,73.6,,11264.88,,8287.8,,7286,,536,,60384879,,93,7286
27,11,2014,11/27/2014,201448,Thursday,73.6,,10813.23,,7955.51,,7286,,536,,57963827,,93,7286
28,11,2014,11/28/2014,201448,Friday,32.5,,10027.87,,3261.95,,7286,,237,,23766588,,93,7286
29,11,2014,11/29/2014,201448,Saturday,19.6,,10631.91,,2088.99,,7286,,1432,,15220387,,93,7286
30,11,2014,11/30/2014,201449,Sunday,21.9,,9844.75,,2160,,7286,,1599,,15737738,,93,7286
1,12,2014,12/1/2014,201449,Monday,38.5,,11717.83,,4513.71,,7522,,2897,,33952102,,94,7522
2,12,2014,12/2/2014,201449,Tuesday,51.2,,12697.29,,6497.35,,7522,,3849,,48873054,,94,7522
3,12,2014,12/3/2014,201449,Wednesday,61.4,,11517.47,,7068,,7522,,4616,,53165478,,94,7522
4,12,2014,12/4/2014,201449,Thursday,51.2,,11457.52,,5862.95,,7522,,3849,,44101091,,94,7522
5,12,2014,12/5/2014,201449,Friday,43.6,,10108.86,,4409.3,,7522,,3281,,33166780,,94,7522
6,12,2014,12/6/2014,201449,Saturday,23.8,,11168.75,,2657.24,,7522,,179,,19987778,,94,7522
7,12,2014,12/7/2014,201450,Sunday,24.5,,10350.11,,2530.87,,7522,,1839,,19037240,,94,7522
8,12,2014,12/8/2014,201450,Monday,54.7,,11670.34,,6379.52,,7522,,4112,,47986733,,94,7522
9,12,2014,12/9/2014,201450,Tuesday,60.8,,11393.88,,6927.61,,7522,,4573,,52109492,,94,7522
10,12,2014,12/10/2014,201450,Wednesday,65,,11253.02,,7309.43,,7522,,4886,,54981503,,94,7522
11,12,2014,12/11/2014,201450,Thursday,66.5,,11764.61,,7819.45,,7522,,5,,58817876,,94,7522
12,12,2014,12/12/2014,201450,Friday,46.1,,10902.02,,5022.88,,7522,,3466,,37782095,,94,7522
13,12,2014,12/13/2014,201450,Saturday,40.9,,9216.63,,3767.78,,7522,,3075,,28341260,,94,7522
14,12,2014,12/14/2014,201451,Sunday,47.6,,11594.31,,5516.98,,7522,,3579,,41498738,,94,7522
15,12,2014,12/15/2014,201451,Monday,70.7,,13368.13,,9453.19,,7522,,5319,,71106877,,94,7522
16,12,2014,12/16/2014,201451,Tuesday,72.6,,13306.92,,9661.17,,7522,,5461,,72671325,,94,7522
17,12,2014,12/17/2014,201451,Wednesday,61.4,,11023.35,,6764.77,,7522,,4616,,50884591,,94,7522
18,12,2014,12/18/2014,201451,Thursday,34.7,,12648.44,,4394.51,,7522,,2613,,33055518,,94,7522
19,12,2014,12/19/2014,201451,Friday,22,,10315.68,,2269.24,,7522,,1655,,17069197,,94,7522
20,12,2014,12/20/2014,201451,Saturday,23.2,,8623.05,,2002.73,,7522,,1747,,15064513,,94,7522
21,12,2014,12/21/2014,201452,Sunday,16.2,,9684.29,,1572.61,,7522,,1221,,11829202,,94,7522
22,12,2014,12/22/2014,201452,Monday,22,,10965.13,,2412.1,,7522,,1655,,18143832,,94,7522
23,12,2014,12/23/2014,201452,Tuesday,12,,11178.74,,1340.36,,7522,,902,,10082213,,94,7522
24,12,2014,12/24/2014,201452,Wednesday,13.9,,9206.12,,1277.67,,7522,,1044,,9610662,,94,7522
25,12,2014,12/25/2014,201452,Thursday,12.4,,12020.02,,1486.63,,7522,,930,,11182415,,94,7522
26,12,2014,12/26/2014,201452,Friday,14.1,,9940.34,,1398.34,,7522,,1058,,10518330,,94,7522
27,12,2014,12/27/2014,201452,Saturday,19.3,,9793.19,,1886.17,,7522,,1449,,14187758,,94,7522
28,12,2014,12/28/2014,201501,Sunday,20.8,,8910.82,,1850.83,,7522,,1562,,13921932,,94,7522
29,12,2014,12/29/2014,201501,Monday,,,,,,,,,,,,,94,
30,12,2014,12/30/2014,201501,Tuesday,60.7,,10500.55,,6374.54,,7522,,4566,,47949305,,94,7522
31,12,2014,12/31/2014,201501,Wednesday,79.6,,10758.61,,8562.68,,7522,,5987,,64408479,,94,7522
1,1,2015,1/1/2015,201501,Thursday,70.5,,11670.25,,8231.22,,7522,,5305,,61915245,,94,7522
2,1,2015,1/2/2015,201501,Friday,24.4,,8898.57,,2173.19,,7522,,1837,,16346758,,94,7522
3,1,2015,1/3/2015,201501,Saturday,25.1,,7797.43,,1954.01,,7522,,1885,,14698084,,94,7522
4,1,2015,1/4/2015,201502,Sunday,17.1,,8774.25,,1503.18,,7522,,1289,,11306926,,94,7522
5,1,2015,1/5/2015,201502,Monday,12.3,,8834.95,,1086.88,,7522,,925,,8175500,,94,7522
6,1,2015,1/6/2015,201502,Tuesday,10.3,,9506.47,,977.78,,7522,,774,,7354835,,94,7522
7,1,2015,1/7/2015,201502,Wednesday,15,,7646.95,,1149.78,,7522,,1131,,8648660,,94,7522
8,1,2015,1/8/2015,201502,Thursday,15.5,,9379.71,,1453.05,,7522,,1165,,10929864,,94,7522
9,1,2015,1/9/2015,201502,Friday,18.5,,7814.56,,1445.58,,7522,,1391,,10873688,,94,7522
10,1,2015,1/10/2015,201502,Saturday,34.3,,9051.52,,3101.36,,7522,,2577,,23328455,,94,7522
11,1,2015,1/11/2015,201503,Sunday,17.7,,9497.46,,1679.01,,7522,,133,,12629484,,94,7522
12,1,2015,1/12/2015,201503,Monday,27.9,,10777.99,,3005.4,,7522,,2097,,22606620,,94,7522
13,1,2015,1/13/2015,201503,Tuesday,37.8,,10793.82,,4081.94,,7522,,2845,,30704333,,94,7522
14,1,2015,1/14/2015,201503,Wednesday,42.6,,10586.32,,4505.11,,7522,,3201,,33887414,,94,7522
15,1,2015,1/15/2015,201503,Thursday,38.8,,10091.98,,3917.68,,7522,,292,,29468811,,94,7522
16,1,2015,1/16/2015,201503,Friday,19.9,,9989.86,,1984.54,,7522,,1494,,14927686,,94,7522
17,1,2015,1/17/2015,201503,Saturday,14,,9751.12,,1368.42,,7522,,1056,,10293229,,94,7522
18,1,2015,1/18/2015,201504,Sunday,16,,9938.01,,1593.88,,7522,,1206,,11989163,,94,7522
19,1,2015,1/19/2015,201504,Monday,30.5,,11213.88,,3423.29,,7522,,2296,,25750011,,94,7522
20,1,2015,1/20/2015,201504,Tuesday,32.8,,11772.19,,3861.92,,7522,,2468,,29049343,,94,7522
21,1,2015,1/21/2015,201504,Wednesday,39.4,,11807.52,,4648.21,,7522,,2961,,34963831,,94,7522
22,1,2015,1/22/2015,201504,Thursday,32.5,,10904.13,,3547.34,,7522,,2447,,26683073,,94,7522
23,1,2015,1/23/2015,201504,Friday,21.5,,10734.03,,2308.44,,7522,,1618,,17364067,,94,7522
24,1,2015,1/24/2015,201504,Saturday,15.1,,10197.18,,1542.52,,7522,,1138,,11602847,,94,7522
25,1,2015,1/25/2015,201505,Sunday,21.2,,11792.34,,2503.8,,7522,,1597,,18833566,,94,7522
26,1,2015,1/26/2015,201505,Monday,40.7,,11320.31,,4611.15,,7522,,3064,,34685058,,94,7522
27,1,2015,1/27/2015,201505,Tuesday,40,,11638.57,,4655.94,,7522,,3009,,35021971,,94,7522
28,1,2015,1/28/2015,201505,Wednesday,44.9,,11409,,5125.52,,7522,,3379,,38554129,,94,7522
29,1,2015,1/29/2015,201505,Thursday,38,,10848.05,,4122.22,,7522,,2858,,31007314,,94,7522
30,1,2015,1/30/2015,201505,Friday,24.9,,9229.28,,2296.01,,7522,,1871,,17270581,,94,7522
31,1,2015,1/31/2015,201505,Saturday,16.3,,9074.4,,1480.18,,7522,,1227,,11133904,,94,7522
1,2,2015,2/1/2015,201506,Sunday,14,,10792.1,,1508.97,,7522,,1052,,11350504,,94,7522
2,2,2015,2/2/2015,201506,Monday,24.4,,12225.86,,2978.42,,7522,,1832,,22403678,,94,7522
3,2,2015,2/3/2015,201506,Tuesday,32.6,,11061.42,,3605.64,,7522,,2452,,27121654,,94,7522
4,2,2015,2/4/2015,201506,Wednesday,37.4,,10838.3,,4053.55,,7522,,2813,,30490826,,94,7522
5,2,2015,2/5/2015,201506,Thursday,34.5,,10871.77,,3748.99,,7522,,2594,,28199922,,94,7522
6,2,2015,2/6/2015,201506,Friday,23.4,,9460.47,,2215.46,,7522,,1762,,16664677,,94,7522
7,2,2015,2/7/2015,201506,Saturday,19.6,,9640.46,,1893.74,,7522,,1478,,14244746,,94,7522
8,2,2015,2/8/2015,201507,Sunday,16.2,,10350.18,,1678.02,,7522,,122,,12622087,,94,7522
9,2,2015,2/9/2015,201507,Monday,39.2,,11664.62,,4572.73,,7522,,2949,,34396039,,94,7522
10,2,2015,2/10/2015,201507,Tuesday,42.6,,11739.38,,5004.83,,7522,,3207,,37646357,,94,7522
11,2,2015,2/11/2015,201507,Wednesday,43.7,,11764.21,,5146.61,,7522,,3291,,38712802,,94,7522
12,2,2015,2/12/2015,201507,Thursday,38.8,,11442.16,,4436.44,,7522,,2916,,33370906,,94,7522
13,2,2015,2/13/2015,201507,Friday,29.6,,9778.04,,2893.74,,7522,,2226,,21766682,,94,7522
14,2,2015,2/14/2015,201507,Saturday,22.1,,8493.23,,1879.67,,7522,,1665,,14138855,,94,7522
15,2,2015,2/15/2015,201508,Sunday,17.7,,8891.67,,1571.23,,7522,,1329,,11818769,,94,7522
16,2,2015,2/16/2015,201508,Monday,22.2,,9926.09,,2205.29,,7522,,1671,,16588203,,94,7522
17,2,2015,2/17/2015,201508,Tuesday,40.7,,11027.66,,4483.84,,7522,,3058,,33727436,,94,7522
18,2,2015,2/18/2015,201508,Wednesday,62.5,,10375.95,,6488.49,,7522,,4704,,48806432,,94,7522
19,2,2015,2/19/2015,201508,Thursday,62.2,,10333.42,,6426.44,,7522,,4678,,48339662,,94,7522
20,2,2015,2/20/2015,201508,Friday,37.7,,9444.69,,3564.75,,7522,,2839,,26814027,,94,7522
21,2,2015,2/21/2015,201508,Saturday,32.9,,8383.32,,2754.25,,7522,,2471,,20717448,,94,7522
22,2,2015,2/22/2015,201509,Sunday,34.7,,9417.66,,3271.8,,7522,,2613,,24610450,,94,7522
23,2,2015,2/23/2015,201509,Monday,45,,11053.66,,4977.98,,7522,,3388,,37444398,,94,7522
24,2,2015,2/24/2015,201509,Tuesday,59.2,,11853.3,,7015.79,,7522,,4452,,52772767,,94,7522
25,2,2015,2/25/2015,201509,Wednesday,62.8,,10246.61,,6433.98,,7522,,4723,,48396385,,94,7522
26,2,2015,2/26/2015,201509,Thursday,55.4,,10974.66,,6081.52,,7522,,4168,,45745165,,94,7522
27,2,2015,2/27/2015,201509,Friday,36.4,,8719.91,,3171.51,,7522,,2736,,23856102,,94,7522
28,2,2015,2/28/2015,201509,Saturday,30.5,,9156.36,,2788.3,,7522,,2291,,20973588,,94,7522
1,3,2015,3/1/2015,201510,Sunday,26.9,,10152.19,,2732.26,,7522,,2024,,20552024,,94,7522
2,3,2015,3/2/2015,201510,Monday,34.6,,11021.56,,3812.45,,7522,,2602,,28677242,,94,7522
3,3,2015,3/3/2015,201510,Tuesday,35.6,,11586.31,,4129.53,,7522,,2681,,31062358,,94,7522
4,3,2015,3/4/2015,201510,Wednesday,44.4,,11883.05,,5272.51,,7522,,3338,,39659849,,94,7522
5,3,2015,3/5/2015,201510,Thursday,50.5,,10878.73,,5495.1,,7522,,38,,41334131,,94,7522
6,3,2015,3/6/2015,201510,Friday,39.4,,9525.64,,3749.22,,7522,,2961,,28201600,,94,7522
7,3,2015,3/7/2015,201510,Saturday,28.2,,9088.06,,2563.39,,7522,,2122,,19281794,,94,7522
8,3,2015,3/8/2015,201511,Sunday,26.5,,10271.91,,2722.97,,7522,,1994,,20482162,,94,7522
9,3,2015,3/9/2015,201511,Monday,49.1,,11610.59,,5705.26,,7522,,3696,,42914935,,94,7522
10,3,2015,3/10/2015,201511,Tuesday,54.6,,11299,,6173.11,,7522,,411,,46434134,,94,7522
11,3,2015,3/11/2015,201511,Wednesday,51.6,,11495.15,,5927.24,,7522,,3879,,44584724,,94,7522
12,3,2015,3/12/2015,201511,Thursday,56.4,,9869.9,,5567.83,,7522,,4243,,41881196,,94,7522
13,3,2015,3/13/2015,201511,Friday,41,,8751.61,,3586.03,,7522,,3082,,26974085,,94,7522
14,3,2015,3/14/2015,201511,Saturday,34.8,,8219.67,,2863.18,,7522,,262,,21536850,,94,7522
15,3,2015,3/15/2015,201512,Sunday,27.2,,9178.79,,2499.96,,7522,,2049,,18804693,,94,7522
16,3,2015,3/16/2015,201512,Monday,53.7,,10238.43,,5502.66,,7522,,4043,,41390981,,94,7522
17,3,2015,3/17/2015,201512,Tuesday,52.7,,11062.88,,5829.53,,7522,,3964,,43849690,,94,7522
18,3,2015,3/18/2015,201512,Wednesday,48.1,,10904.52,,5243.74,,7522,,3617,,39443388,,94,7522
19,3,2015,3/19/2015,201512,Thursday,45.3,,10377.44,,4705.12,,7522,,341,,35391903,,94,7522
20,3,2015,3/20/2015,201512,Friday,35.5,,9240.73,,3278.6,,7522,,2669,,24661605,,94,7522
21,3,2015,3/21/2015,201512,Saturday,28.7,,8365.67,,2400.2,,7522,,2158,,18054275,,94,7522
22,3,2015,3/22/2015,201513,Sunday,25.8,,9863.93,,2543.07,,7522,,1939,,19128954,,94,7522
23,3,2015,3/23/2015,201513,Monday,53,,10911.75,,5785.16,,7522,,3988,,43515984,,94,7522
24,3,2015,3/24/2015,201513,Tuesday,65.9,,10679.28,,7034.24,,7522,,4955,,52911516,,94,7522
25,3,2015,3/25/2015,201513,Wednesday,76.5,,11106.5,,8491.52,,7522,,5751,,63873236,,94,7522
26,3,2015,3/26/2015,201513,Thursday,67.6,,10985.99,,7431.6,,7522,,5088,,55900464,,94,7522
27,3,2015,3/27/2015,201513,Friday,33.1,,9484.02,,3134.97,,7522,,2486,,23581234,,94,7522
28,3,2015,3/28/2015,201513,Saturday,28.8,,8799.96,,2531.91,,7522,,2164,,19045016,,94,7522
29,3,2015,3/29/2015,201514,Sunday,30.8,,9245.6,,2846.93,,7522,,2316,,21414634,,94,7522
30,3,2015,3/30/2015,201514,Monday,49.6,,11061.15,,5488.91,,7522,,3733,,41287569,,94,7522
31,3,2015,3/31/2015,201514,Tuesday,58.5,,10575.71,,6188.22,,7522,,4401,,46547762,,94,7522
1,4,2015,4/1/2015,201514,Wednesday,42.6,,10598.43,,4510.41,,7522,,3201,,33927336,,94,7522
2,4,2015,4/2/2015,201514,Thursday,36,,11152.73,,4016.11,,7522,,2709,,30209166,,94,7522
3,4,2015,4/3/2015,201514,Friday,35.8,,8764.31,,3141.69,,7522,,2696,,23631790,,94,7522
4,4,2015,4/4/2015,201514,Saturday,30.5,,9927.07,,3030.41,,7522,,2296,,22794735,,94,7522
5,4,2015,4/5/2015,201515,Sunday,21,,9679.94,,2028.08,,7522,,1576,,15255187,,94,7522
6,4,2015,4/6/2015,201515,Monday,21.9,,9820.71,,2145.98,,7522,,1644,,16142056,,94,7522
7,4,2015,4/7/2015,201515,Tuesday,34,,11522.91,,3913.65,,7522,,2555,,29438454,,94,7522
8,4,2015,4/8/2015,201515,Wednesday,45.3,,10174.74,,4604.9,,7522,,3404,,34638029,,94,7522
9,4,2015,4/9/2015,201515,Thursday,45.3,,8093.07,,3669.39,,7522,,341,,27601184,,94,7522
10,4,2015,4/10/2015,201515,Friday,36.6,,8349.45,,3054.48,,7522,,2752,,22975766,,94,7522
11,4,2015,4/11/2015,201515,Saturday,37.2,,7114.62,,2643.5,,7522,,2795,,19884383,,94,7522
12,4,2015,4/12/2015,201516,Sunday,22.8,,7537.71,,1721.13,,7522,,1718,,12946377,,94,7522
13,4,2015,4/13/2015,201516,Monday,28.3,,10558.18,,2989.76,,7522,,213,,22488996,,94,7522
14,4,2015,4/14/2015,201516,Tuesday,49.6,,10966.98,,5439.15,,7522,,3731,,40913302,,94,7522
15,4,2015,4/15/2015,201516,Wednesday,67.4,,11337.49,,7636.39,,7522,,5066,,57440914,,94,7522
16,4,2015,4/16/2015,201516,Thursday,69.8,,11028.03,,7698.72,,7522,,5251,,57909779,,94,7522
17,4,2015,4/17/2015,201516,Friday,54.8,,9755.13,,5349.09,,7522,,4125,,40235818,,94,7522
18,4,2015,4/18/2015,201516,Saturday,52.4,,9284.43,,4863.02,,7522,,394,,36579670,,94,7522
19,4,2015,4/19/2015,201517,Sunday,51.5,,11125.5,,5727.19,,7522,,3872,,43079918,,94,7522
20,4,2015,4/20/2015,201517,Monday,76,,12280.96,,9337.26,,7522,,5719,,70234855,,94,7522
21,4,2015,4/21/2015,201517,Tuesday,91.1,,11974.34,,10907.32,,7522,,6852,,82044874,,94,7522
22,4,2015,4/22/2015,201517,Wednesday,87.7,,12139.2,,10640.23,,7522,,6593,,80035790,,94,7522
23,4,2015,4/23/2015,201517,Thursday,81.4,,11694.86,,9513.78,,7522,,6119,,71562642,,94,7522
24,4,2015,4/24/2015,201517,Friday,71,,10463.22,,7424.31,,7522,,5337,,55845658,,94,7522
25,4,2015,4/25/2015,201517,Saturday,48.9,,9834.18,,4804.9,,7522,,3675,,36142422,,94,7522
26,4,2015,4/26/2015,201518,Sunday,40.6,,10578.77,,4294.26,,7522,,3053,,32301416,,94,7522
27,4,2015,4/27/2015,201518,Monday,52.5,,11954.08,,6271.13,,7522,,3946,,47171418,,94,7522
28,4,2015,4/28/2015,201518,Tuesday,58.7,,12028.71,,7058.45,,7522,,4414,,53093691,,94,7522
29,4,2015,4/29/2015,201518,Wednesday,50.7,,11661.31,,5917.12,,7522,,3817,,44508594,,94,7522
30,4,2015,4/30/2015,201518,Thursday,31.5,,10153.16,,3199.14,,7522,,237,,24063930,,94,7522
1,5,2015,5/1/2015,201518,Friday,38.6,,8980.86,,3470.21,,7595,,2935,,26355908,,96,7595
2,5,2015,5/2/2015,201518,Saturday,35.9,,8506.95,,3053.31,,7595,,2726,,23189600,,96,7595
3,5,2015,5/3/2015,201519,Sunday,27.5,,9112.48,,2504.21,,7595,,2087,,19019215,,96,7595
4,5,2015,5/4/2015,201519,Monday,39.6,,10492.16,,4150.29,,7594,,3004,,31516892,,96,7594
5,5,2015,5/5/2015,201519,Tuesday,44.5,,10333.65,,4595.31,,7594,,3377,,34896312,,96,7594
6,5,2015,5/6/2015,201519,Wednesday,40.6,,11664.68,,4740.37,,7594,,3086,,35997914,,96,7594
7,5,2015,5/7/2015,201519,Thursday,46.1,,10774.13,,4961.66,,7594,,3497,,37678367,,96,7594
8,5,2015,5/8/2015,201519,Friday,62.7,,8523.03,,5344.52,,7594,,4762,,40585781,,96,7594
9,5,2015,5/9/2015,201519,Saturday,59.5,,8250.69,,4912.65,,7594,,4522,,37306208,,96,7594
10,5,2015,5/10/2015,201520,Sunday,40,,9571,,3825.76,,7594,,3035,,29052489,,96,7594
11,5,2015,5/11/2015,201520,Monday,59.8,,12161.35,,7271.53,,7594,,4541,,55219284,,96,7594
12,5,2015,5/12/2015,201520,Tuesday,72.2,,11503.51,,8305.56,,7594,,5483,,63071644,,96,7594
13,5,2015,5/13/2015,201520,Wednesday,64.8,,11326.84,,7338.51,,7594,,492,,55727952,,96,7594
14,5,2015,5/14/2015,201520,Thursday,61.2,,10350.88,,6335.55,,7594,,4648,,48111531,,96,7594
15,5,2015,5/15/2015,201520,Friday,64.9,,8864.56,,5750.62,,7594,,4926,,43669627,,96,7594
16,5,2015,5/16/2015,201520,Saturday,56,,8180.81,,4578.1,,7594,,425,,34765633,,96,7594
17,5,2015,5/17/2015,201521,Sunday,48.6,,9097.17,,4424.24,,7594,,3693,,33597265,,96,7594
18,5,2015,5/18/2015,201521,Monday,65,,11243.93,,7303.52,,7594,,4933,,55462234,,96,7594
19,5,2015,5/19/2015,201521,Tuesday,73.7,,11480.15,,8460.78,,7594,,5597,,64250335,,96,7594
20,5,2015,5/20/2015,201521,Wednesday,68.2,,11187.35,,7630.11,,7594,,5179,,57942315,,96,7594
21,5,2015,5/21/2015,201521,Thursday,66,,11193.48,,7382.61,,7594,,5009,,56062825,,96,7594
22,5,2015,5/22/2015,201521,Friday,72.5,,9637.61,,6982.46,,7594,,5502,,53024120,,96,7594
23,5,2015,5/23/2015,201521,Saturday,71.6,,9511.33,,6811.76,,7594,,5439,,51727830,,96,7594
24,5,2015,5/24/2015,201522,Sunday,53.4,,9968.74,,5321.3,,7594,,4054,,40409454,,96,7594
25,5,2015,5/25/2015,201522,Monday,54,,10804.07,,5839.18,,7594,,4104,,44342157,,96,7594
26,5,2015,5/26/2015,201522,Tuesday,66.3,,11251.27,,7458.2,,7594,,5034,,56636881,,96,7594
27,5,2015,5/27/2015,201522,Wednesday,79.5,,11474.6,,9125.58,,7594,,6039,,69298798,,96,7594
28,5,2015,5/28/2015,201522,Thursday,63.5,,10752.25,,6822.98,,7594,,4819,,51813023,,96,7594
29,5,2015,5/29/2015,201522,Friday,54.7,,8906.04,,4872.7,,7594,,4155,,37002805,,96,7594
30,5,2015,5/30/2015,201522,Saturday,45.9,,8618.38,,3954.55,,7594,,3484,,30030466,,96,7594
31,5,2015,5/31/2015,201523,Sunday,36.1,,9582.15,,3455.18,,7594,,2738,,26238298,,96,7594
1,6,2015,6/1/2015,201523,Monday,62.4,,10410.12,,6500.04,,7594,,4742,,49361327,,96,7594
2,6,2015,6/2/2015,201523,Tuesday,69.4,,10339.13,,7173.02,,7594,,5269,,54471887,,96,7594
3,6,2015,6/3/2015,201523,Wednesday,60.9,,10711.24,,6521.95,,7594,,4624,,49527711,,96,7594
4,6,2015,6/4/2015,201523,Thursday,52.3,,10796.85,,5648.77,,7594,,3973,,42896783,,96,7594
5,6,2015,6/5/2015,201523,Friday,46.7,,11389.85,,5317.57,,7594,,3545,,40381596,,96,7594
6,6,2015,6/6/2015,201523,Saturday,43,,11333.27,,4874.89,,7594,,3266,,37019914,,96,7594
7,6,2015,6/7/2015,201524,Sunday,25.8,,10294.52,,2655.17,,7594,,1959,,20163356,,96,7594
8,6,2015,6/8/2015,201524,Monday,43.2,,11030.65,,4762.73,,7594,,3279,,36168156,,96,7594
9,6,2015,6/9/2015,201524,Tuesday,52,,10881.87,,5657.72,,7594,,3948,,42964751,,96,7594
10,6,2015,6/10/2015,201524,Wednesday,70,,10383.09,,7271.31,,7594,,5318,,55218345,,96,7594
11,6,2015,6/11/2015,201524,Thursday,60.2,,10377.94,,6251.24,,7594,,4574,,47471942,,96,7594
12,6,2015,6/12/2015,201524,Friday,43.3,,9290.1,,4026.37,,7594,,3291,,30576269,,96,7594
13,6,2015,6/13/2015,201524,Saturday,31.2,,9496.7,,2960.98,,7594,,2368,,22485662,,96,7594
14,6,2015,6/14/2015,201525,Sunday,34.9,,9390.06,,3280.28,,7594,,2653,,24910453,,96,7594
15,6,2015,6/15/2015,201525,Monday,47.9,,10715.77,,5134.05,,7594,,3638,,38987989,,96,7594
16,6,2015,6/16/2015,201525,Tuesday,66.2,,10973.66,,7263.92,,7594,,5027,,55162242,,96,7594
17,6,2015,6/17/2015,201525,Wednesday,70.4,,11227.04,,7898.98,,7594,,5343,,59984890,,96,7594
18,6,2015,6/18/2015,201525,Thursday,59.7,,10324.91,,6168.74,,7594,,4537,,46845391,,96,7594
19,6,2015,6/19/2015,201525,Friday,38.2,,9415.41,,3596.53,,7594,,2901,,27312066,,96,7594
20,6,2015,6/20/2015,201525,Saturday,28.5,,9681.7,,2757.88,,7594,,2163,,20943362,,96,7594
21,6,2015,6/21/2015,201526,Sunday,30.4,,9637.66,,2926.26,,7594,,2306,,22222051,,96,7594
22,6,2015,6/22/2015,201526,Monday,55.3,,12097.93,,6694.83,,7594,,4202,,50840568,,96,7594
23,6,2015,6/23/2015,201526,Tuesday,69.1,,10777.11,,7450.49,,7594,,525,,56579001,,96,7594
24,6,2015,6/24/2015,201526,Wednesday,76.7,,9686.31,,7431.65,,7594,,5826,,56435940,,96,7594
25,6,2015,6/25/2015,201526,Thursday,68.8,,9691.72,,6668.49,,7594,,5225,,50640507,,96,7594
26,6,2015,6/26/2015,201526,Friday,63.3,,8530.04,,5402.71,,7594,,481,,41028168,,96,7594
27,6,2015,6/27/2015,201526,Saturday,56.7,,8057.76,,4570.86,,7594,,4308,,34711133,,96,7594
28,6,2015,6/28/2015,201527,Sunday,50.7,,8777.16,,4448.82,,7594,,3849,,33784320,,96,7594
29,6,2015,6/29/2015,201527,Monday,38,,10190.5,,3875.97,,7594,,2888,,29434118,,96,7594
30,6,2015,6/30/2015,201527,Tuesday,49.6,,10136.79,,5030.41,,7594,,3769,,38200903,,96,7594
1,7,2015,7/1/2015,201527,Wednesday,56,,9860.14,,5519.53,,7717,,432,,42594219,,97,7717
2,7,2015,7/2/2015,201527,Thursday,44.7,,10049.17,,4496.93,,7717,,3453,,34702828,,97,7717
3,7,2015,7/3/2015,201527,Friday,30.3,,8896.16,,2695.07,,7717,,2338,,20797826,,97,7717
